it_id	italian	nl_id	dutch
2679139	Morirono dopo pochi mesi.	2679144	Ze stierven na een paar maanden.
410945	Eri a casa ieri?	4085664	Was je gisteren thuis?
3244223	È la prima volta che uso un computer.	3332403	Het is de eerste keer dat ik een computer gebruik.
657016	Dammi la chiave.	667293	Geef me de sleutel.
1086411	Voglio sapere chi ha telefonato.	7416811	Ik wil weten wie gebeld heeft.
12049013	Hanno messo la lampada sul comodino.	12049069	Ze zetten de lamp op het nachtkastje.
1740933	È un vantaggio saper usare un computer.	726634	Het is een voordeel een computer te kunnen gebruiken.
672263	Corre.	672260	Hij rent.
2423436	Mangiamo.	9259600	Laten we eten.
627033	È andata a Parigi per studiare arte.	627030	Ze ging naar Parijs om kunst te studeren.
1099773	Devi fare quello che dico.	1084754	Je moet doen wat ik zeg.
1389958	Potete aiutarmi?	384952	Kunt u me helpen?
903674	Sono una persona.	1033898	Ik ben een persoon.
3875052	Era troppo?	6669358	Was dat te veel?
4750135	Conosci la ragazza del ritratto?	4850624	Ken je het meisje op het portret?
2731745	Metti giù la tua matita e ascolta.	2731749	Leg je potlood neer en luister.
1152812	Sono completamente a vostra disposizione.	3236179	Ik ben helemaal tot uw dienst.
5447201	Ho tre gatti.	6813149	Ik heb drie katten.
1338583	Avendo sentito le sue dichiarazioni di amore, la ragazza arrossì.	1684916	Bij het horen van zijn liefdesverklaring begon het meisje te blozen.
12146746	Hai visto i carciofi?	12146752	Heb je de artisjokken gezien?
1603212	Posso mangiare?	1564746	Kan ik eten?
719412	Passi sempre meno tempo con i bambini.	8537623	Je brengt steeds minder tijd door met de kinderen.
2676824	È diventato molto pericoloso.	2676829	Hij werd heel gevaarlijk.
350373	Lascia che paghi la mia parte.	2086907	Laat ik mijn eigen deel betalen.
3533077	Ho avuto una giornata difficile.	9560015	Ik had een moeilijke dag.
4455	È troppo caro!	377762	Dat is te duur!
438668	Puoi venire domenica sera?	699659	Kunt ge zondagavond komen?
4822410	È un posto perfetto per il nostro inizio.	12386666	Het is een perfecte plek voor ons om te beginnen.
1326314	Cominciamo presto in mattinata, OK?	2785012	Laten we 's morgens vroeg starten, OK?
1475770	Hai un hobby?	1475769	Heb je een hobby?
1814954	Sto bene, grazie. E lei?	3125185	Het gaat goed met me, dank u. En met u?
946738	Stai cercando un lavoro?	2807679	Zoek je een baan?
5220410	È richiesta una password.	7726536	Een wachtwoord is vereist.
2137582	Ha stravinto.	4989743	Hij heeft gewonnen.
4468535	Ho il ruolo perfetto per te.	4468539	Ik heb de perfecte rol voor jou.
3870116	È il mio compleanno.	8443877	Het is mijn verjaardag.
1671810	Ho brutte notizie per te.	7898088	Ik heb slecht nieuws voor je.
2352173	Era chiaro cosa intendeva fare.	7416908	Het was duidelijk wat hij wilde doen.
630522	Devo mettere il mio orologio avanti di due minuti.	2920574	Ik moet mijn horloge twee minuten vooruit zetten.
1355293	Voglio saperlo anche io.	1355304	Dat wil ik ook weten.
4566292	Guarda ancora.	4521600	Kijk nog eens.
373871	È vero?	6004376	Is dat zo?
2809703	Tom ti aspetta.	9022094	Tom wacht op u.
2809124	Non posso giocare a questo gioco. Non mi piace.	6066300	Ik kan dit spel niet spelen. Ik hou er niet van.
4998561	Non sapevo che ci fosse uno stagno qui.	3552762	Ik wist niet dat hier een vijver was.
2001856	Io non ti ho mai visto.	7949412	Ik heb je nooit gezien.
6539875	Tom non mi voleva sposare.	8427327	Tom wilde niet met me trouwen.
929387	È nella disgrazia che si riconoscono gli amici.	422432	In nood leert men zijn vrienden kennen.
1246309	Sembra che lui ci conosca.	592260	Hij lijkt ons te kennen.
3490893	Lei si è laureata in una università della Ivy League.	6865934	Zij is afgestudeerd in een universiteit van de Ivy League.
2005409	Non mi parlare.	7900931	Praat niet tegen mij.
2829381	La voce si è rivelata essere falsa.	694879	Het gerucht bleek vals te zijn.
6975523	Per piacere, mi ascolti.	3456161	Luister naar me alsjeblieft.
4356801	La risposta mi irritò.	736240	Het antwoord maakte mij boos.
2001855	Non ti ho mai visto.	7949412	Ik heb je nooit gezien.
2433165	Io mi sono scusata.	4170721	Ik heb me verontschuldigd.
2621731	Lui si inchinò di fronte al suo insegnante.	861821	Hij boog voor zijn leerkracht.
7074665	Tom mi ha salvato la vita.	7076074	Tom heeft mijn leven gered.
2504102	"La Lituania si chiama ""Lietuva"" in lituano."	7462550	"Litouwen wordt ""Lietuva"" genoemd in het Litouws."
2809125	Io non posso giocare a questo gioco. Non mi piace.	6066300	Ik kan dit spel niet spelen. Ik hou er niet van.
883346	Non si possono fare le omelette senza rompere le uova.	422843	Je kan geen omelet maken zonder eieren te breken.
5710390	Noi ci fidavamo di loro.	8094725	We vertrouwden hen.
1440776	Non mi spaventa nulla.	1020938	Ik ben van niets bang.
6444224	Tom si alzò presto.	8558207	Tom is vroeg opgestaan.
4617349	Noi ci amavamo.	8580670	We hielden van elkaar.
3346745	Lui mi tratta come se fossi un estraneo.	8501925	Hij behandelt mij alsof ik een vreemde ben.
410827	Lei mi ha raccontato una storia interessante.	846720	Ze vertelde me een interessant verhaal.
3806938	Tom si è sposato con una ragazza ricca di Boston.	4177766	Tom is getrouwd met een rijk meisje uit Boston.
1828228	Bisogna che io mi lavi i denti.	603657	Ik moet mijn tanden poetsen.
2510498	Tu non mi ami più?	10100709	Hou je niet meer van me?
5389878	Io mi sono sposata ieri.	8996974	Ik ben gisteren getrouwd.
1389056	Lui si è arrabbiato.	859800	Hij werd kwaad.
1583054	Senza ossigeno non si può vivere.	631367	Zonder zuurstof kun je niet leven.
2680373	Lei si è sposata all'età di 25 anni.	1286802	Ze is getrouwd toen ze 25 was.
3805198	Loro ci credono.	8473434	Ze geloven het.
7892927	Tom non mi ha aiutato.	9499302	Tom heeft me niet geholpen.
1325761	Loro ci conoscono.	8810729	Ze kennen ons.
1828227	Bisogna che mi lavi i denti.	603657	Ik moet mijn tanden poetsen.
1563285	Troppi dolci vi rendono grassi.	4455548	Te veel zoetigheden maken dik.
1151699	Capisci quel che ti dico?	8565458	Begrijp je wat ik tegen je zeg?
2156087	Ed è vero che la tua fidanzata giapponese si chiama Tatoeba?	8434524	En klopt het dat je Japanse vriendin Tatoeba heet?
2199952	Lui mi ha spiegato la regola.	2244293	Hij heeft mij de regel uitgelegd.
5855464	Io mi sento connessa.	11028798	Ik voel me verbonden.
2516871	Soltanto mia madre mi capisce davvero.	822020	Alleen mijn moeder begrijpt me echt.
6564357	Pensavo ti piacesse nuotare.	10636394	Ik dacht dat je van zwemmen hield.
4843991	Perché ci sono delle stelle nel cielo?	3600473	Waarom zijn er sterren aan de hemel?
822979	Mi sono dimenticato come si chiama.	598888	Ik ben zijn naam vergeten.
3583098	Tom si tolse la camicia.	1483044	Tom trok zijn shirt uit.
3074770	Sono arrabbiato perché qualcuno mi ha rubato la bicicletta.	3074766	Ik ben kwaad omdat iemand mijn fiets gestolen heeft.
2695177	Io mi chiamo Andrea.	377836	Ik heet Andrea.
3116347	In ogni caso, se si impara l'inglese, va studiato approfonditamente.	11521939	Hoe dan ook, als je Engels gaat leren, doe het dan grondig.
529466	Non si è mai troppo vecchi per imparare.	549285	Niemand is te oud om te leren.
3538255	Tom mi ha detto che lui parlava francese.	3660114	Tom zei me dat hij Frans sprak.
3229772	Lui non mi ama più.	8132550	Hij houdt niet meer van me.
7074667	Tom mi salvò la vita.	7076074	Tom heeft mijn leven gered.
1316960	La Germania si trova al centro dell'Europa.	1532743	Duitsland ligt in het midden van Europa.
6920626	Tom mi ha insegnato a sciare.	9685506	Tom leerde me skiën.
2695191	Io mi chiamo Henry.	1714243	Mijn naam is Henry.
2975458	Ora mi dice la verità.	3301089	Nu vertelt hij mij de waarheid.
859539	"Cosa ci vuoi sulla pizza? ""Tutto tranne le acciughe."""	721783	"Welke garneringen wil je op de pizza? ""Alles behalve ansjovis."""
4959079	La Germania si trova nell'Europa Centrale.	4959317	Duitsland ligt in Midden-Europa.
3009306	La mia umiltà mi rende fiera.	3369940	Mijn nederigheid maakt me trots.
389110	La mia lingua non si trova nella lista!	389404	Mijn taal staat niet op de lijst!
3883844	"Il Belgio si chiama ""Belgien"" in tedesco."	7462500	"België wordt ""Belgien"" genoemd in het Duits."
3812218	Spero che tu ti rimetta presto.	8216047	Ik hoop dat je vlug beter wordt.
2515918	L'America vi ama.	7926537	Amerika houdt van jullie.
4750759	Se non ti sbrighi perderai l'ultimo treno.	4584578	Als je niet opschiet mis je de laatste trein.
1445748	Spesso mi sento depresso.	6059998	Ik voel me vaak gedeprimeerd.
5022532	Chi ti ha insegnato il tedesco?	8628642	Wie heeft je Duits geleerd?
3884403	"Le Seychelles si chiamano ""Sesel"" nel creolo delle Seychelle."	7462650	"De Seychellen worden ""Sesel"" genoemd in het Seychellencreools."
4150320	I miei figli non mi ascoltano.	7457152	Mijn kinderen luisteren niet naar mij.
3883992	"Il Paraguay si chiama ""Paraguái"" in guaraní."	7451483	"Paraguay wordt ""Paraguái"" genoemd in het Guarani."
3797540	Le nostre strade si sono incrociate.	7058019	Onze wegen hebben elkaar gekruist.
612177	I tuoi sogni si sono avverati.	3611891	Je dromen zijn waar geworden.
6689314	Mary si fida di te.	10923726	Maria vertrouwt je.
2681965	Non ci sono cappelli che mi stiano bene in quel negozio.	3062078	Ik pas geen van de hoeden in die winkel.
3883918	"La Lettonia si chiama ""Latvija"" in lettone."	7462549	"Letland wordt ""Latvija"" genoemd in het Lets."
2608970	Che tipo di cose ti rendono triste?	4177909	Wat soort zaken maken je triest?
1607445	Mio nonno mi diede un regalo di compleanno.	9535974	Mijn grootvader gaf me een verjaardagscadeautje.
4383741	La neve si scioglie.	7914789	De sneeuw smelt.
3351861	"L'espressione ""guerra santa"" non ti pare essa stessa ironica?"	7109583	"Vind je de term ""heilige oorlog"" niet ironisch?"
374205	L'arte moderna non mi interessa.	3376243	Ik interesseer me niet voor moderne kunst.
4268779	Nessuno mi crede.	9259170	Niemand gelooft me.
6442718	Tom ci aiuterà oggi.	10660160	Tom helpt ons vandaag.
2977605	Dove si può trovare un defibrillatore?	4307811	Waar kan men een defibrillator vinden?
4397	"Come si scrive ""pretty""?"	377845	"Hoe schrijf je ""pretty""?"
2183812	Mio padre si interessa della storia antica.	3416121	Mijn vader interesseert zich voor oude geschiedenis.
8927681	Tom non ti pagherà.	9406117	Tom gaat je niet betalen.
838284	Ann mi diede questo regalo.	776680	Ann gaf mij dit geschenk.
3575725	Dall'alto si poteva vedere il fiume.	5764454	Van boven kon men de rivier zien.
3884401	"La Serbia si chiama ""Srbija"" in serbo."	7462581	"Servië wordt ""Srbija"" genoemd in het Servisch."
3077302	Tom si piegò in avanti.	4782236	Tom leunde naar voren.
628590	Vieni Emilia! Tuo padre ti aspetta.	701191	Kom, Emilia! Je vader wacht op jou.
12706377	"Come si dice ""azienda"" in inglese?"	6807507	"Hoe zeg je ""kaisha"" in het Engels?"
1242406	Non mi preoccupo granché per il mio curriculum.	549281	Ik maak me niet al te druk over mijn cv.
3883866	"Cipro si chiama ""Kypros"" in greco."	7462515	"Cyprus wordt ""Kypros"" genoemd in het Grieks."
3072365	Tom e Mary ti stanno aspettando.	10902427	Tom en Maria wachten op je.
4118955	Tom si tolse gli occhiali da sole.	12399988	Tom zette zijn zonnebril af.
3567040	Tu non mi ami!	3740617	Jij houdt niet van mij!
2690326	Lei ci dà la colpa.	2690330	Zij geeft ons de schuld.
980897	Non ci sono errori nella tua composizione.	417284	Er staan geen fouten in je opstel.
3884433	"Gli Stati Uniti si chiamano ""Etats-Unis"" in francese."	7462771	"De Verenigde Staten worden ""Etats-Unis"" genoemd in het Frans."
7908491	Ti amo e ti amerò sempre.	8933039	Ik hou van je en zal altijd van je blijven houden.
1345904	Che tipo di sport ti piace?	2805924	Welk type sport vind je leuk?
1218272	Per poter visionare altre fotografie vi preghiamo di contattarci. Vi invieremo le immagini via e-mail.	9364683	Als u andere foto's wenst te zien, neem dan alstublieft contact met ons op. We zullen ze u per e-mail toesturen.
642653	Il primo ministro si è dimesso.	642654	De premier is opgestapt.
969345	In Giappone ci sono quattro stagioni.	9754356	In Japan zijn er vier seizoenen.
527172	Tutti i musei della mia città si trovano in centro.	527174	Alle musea in mijn stad bevinden zich in het centrum.
8660903	Non mi credi?	9072241	Geloof je me niet?
3351446	Dove si trova un telefono pubblico?	8560237	Waar is een openbare telefoon?
1354508	Ma mi stai ascoltando?	666538	Luistert gij eigenlijk wel naar mij?
7017038	Tom mi disse che vinse.	9669217	Tom zei me dat hij had gewonnen.
1494021	La rivista che mi hai prestato è molto interessante.	1494180	Het tijdschrift dat je me geleend hebt is erg interessant.
376617	Non mi sorprende.	379571	Dat verbaast me niets.
2685684	Poi ci sono i luoghi pubblici.	2685691	Daarna zijn er de openbare plaatsen.
375355	Nessuno mi capisce.	377842	Niemand begrijpt me.
391171	Le scimmie si spulciano.	391175	De apen vlooien elkaar.
1081551	Mi ci vorrebbe una vita per spiegare tutto.	378325	Ik heb een eeuwigheid nodig om alles uit te leggen.
392585	Prima i giovani mi chiedevano di disegnargli una pecora, ora vogliono che gli insegni a fare un commit. I tempi cambiano.	392637	Vroeger vroegen de kleintjes me een schaap voor ze te tekenen, nu willen ze dat ik ze leer hoe je een commit doet. Tijden veranderen.
5396887	Tom vi ama!	5460844	Tom houdt van u!
2677864	Non mi piace la città in cui vive.	2677875	Ik vind de stad waar hij woont niet leuk.
3361111	Tom e Mary si sposano a ottobre.	3802837	Tom en Maria trouwen in oktober.
379747	Non capisco per niente il tedesco.	2823285	Ik begrijp absoluut niets van Duits.
945444	Non c'era nessuno nella stanza.	7814810	Er was niemand in de kamer.
1541505	Sono convinta che non ha fatto niente di male.	7833804	Ik ben er zeker van, dat hij niets verkeerds gedaan heeft.
7308152	Non farò nulla di stupido.	9736316	Ik zal niets doms doen.
3282576	L'unica cosa che impariamo dalla storia è che non impariamo niente dalla storia.	4263095	Het enige dat we van de geschiedenis leren, is dat we niets van de geschiedenis leren.
2681646	Non hai fatto nulla di male.	7949537	Je hebt niets verkeerd gedaan.
1062163	Non sono ricco e non desidero esserlo.	8589172	Ik ben niet rijk en wil dat ook niet zijn.
4207859	Io non conoscevo per niente quella donna.	413289	Ik kende die vrouw helemaal niet.
1177724	Tom non aveva nulla da aggiungere.	9333884	Tom had er niets aan toe te voegen.
3553497	Io non mi aspetto niente da te.	950822	Ik verwacht niets van jou.
2495754	Non succederà nulla fino alle 2:30.	4084063	Tot twee uur dertig zal er niets gebeuren.
2585080	Non ci abita nessuno in questa casa.	664368	Er woont niemand in dit huis.
1217341	Tom non ha niente da perdere.	8453869	Tom heeft niets te verliezen.
10869804	Non so quasi niente su di lui.	10869817	Ik weet bijna niets over hem.
2610457	Tom non ha mangiato nulla ieri.	2247275	Tom heeft gisteren niets gegeten.
6164577	A Tom non piace per niente il poker.	11944678	Tom houdt helemaal niet van poker.
2415665	Io non dirò a nessuno di Tom.	12137863	Ik zal niemand over Tom vertellen.
3421909	Non ho niente da fare.	3532150	Ik heb niets te doen.
4247679	Tom non ha per nulla fame.	9085085	Tom heeft helemaal geen honger.
2415664	Non dirò a nessuno di Tom.	12137863	Ik zal niemand over Tom vertellen.
7308151	Non farò niente di stupido.	9736317	Ik zal niets stoms doen.
7308152	Non farò nulla di stupido.	9736317	Ik zal niets stoms doen.
1177725	Tom non aveva niente da aggiungere.	9333884	Tom had er niets aan toe te voegen.
5427142	Io non voglio vedere nessuno oggi.	450649	Vandaag wil ik niemand zien.
4207860	Non conoscevo per nulla quella donna.	413289	Ik kende die vrouw helemaal niet.
4593	Non mi aspetto niente da te.	950822	Ik verwacht niets van jou.
8392561	Non voglio nulla per Natale.	9525974	Ik wil niets voor Kerstmis.
6164578	A Tom non piace per nulla il poker.	11944678	Tom houdt helemaal niet van poker.
2681647	Tu non hai fatto nulla di male.	7949537	Je hebt niets verkeerd gedaan.
2610456	Tom non ha mangiato niente ieri.	2247275	Tom heeft gisteren niets gegeten.
2495755	Non succederà niente fino alle 2:30.	4435440	Tot half drie zal er niets gebeuren.
6849633	Non capisco per niente il francese.	8341538	Ik begrijp helemaal niets van Frans.
8392560	Non voglio niente per Natale.	9525974	Ik wil niets voor Kerstmis.
2495755	Non succederà niente fino alle 2:30.	4084063	Tot twee uur dertig zal er niets gebeuren.
2838243	Non so niente riguardo a Linux.	2657411	Ik weet niets over Linux.
4207861	Io non conoscevo per nulla quella donna.	413289	Ik kende die vrouw helemaal niet.
10869805	Non so quasi nulla su di lui.	10869817	Ik weet bijna niets over hem.
2838247	Io non so nulla riguardo a Linux.	2657411	Ik weet niets over Linux.
7308151	Non farò niente di stupido.	9736316	Ik zal niets doms doen.
3535089	Non conosci nessuno qui.	8437829	Je kent hier niemand.
2495754	Non succederà nulla fino alle 2:30.	4435440	Tot half drie zal er niets gebeuren.
4247678	Tom non ha per niente fame.	9085085	Tom heeft helemaal geen honger.
2681643	Non hai fatto niente di male.	7949537	Je hebt niets verkeerd gedaan.
2681645	Tu non hai fatto niente di male.	7949537	Je hebt niets verkeerd gedaan.
1079431	Non c'è niente che possiamo fare.	8540282	Daar is niets aan te doen.
3421910	Io non ho niente da fare.	3532150	Ik heb niets te doen.
945445	Non c'era nessuno nella camera.	7814810	Er was niemand in de kamer.
10584737	Non è successo niente finora.	12159355	Tot nog toe is er niets gebeurd.
2585079	Non ci vive nessuno in questa casa.	664368	Er woont niemand in dit huis.
3535090	Tu non conosci nessuno qui.	8437829	Je kent hier niemand.
3553499	Io non mi aspetto nulla da lei.	5538811	Ik verwacht niets van u.
1217342	Tom non ha nulla da perdere.	8453869	Tom heeft niets te verliezen.
3282575	L'unica cosa che impariamo dalla storia è che non impariamo nulla dalla storia.	4263095	Het enige dat we van de geschiedenis leren, is dat we niets van de geschiedenis leren.
10584738	Non è successo nulla finora.	12159355	Tot nog toe is er niets gebeurd.
1541506	Sono convinto che non ha fatto nulla di male.	7833804	Ik ben er zeker van, dat hij niets verkeerds gedaan heeft.
3553503	Non mi aspetto niente da lei.	5538811	Ik verwacht niets van u.
4598	Non c'è nessuna soluzione.	844535	Er is geen oplossing.
2838246	Non so nulla riguardo a Linux.	2657411	Ik weet niets over Linux.
2838244	Io non so niente riguardo a Linux.	2657411	Ik weet niets over Linux.
3114638	Non mi aspetto nulla da te.	950822	Ik verwacht niets van jou.
4737499	Lo straniero non sapeva per niente il giapponese.	1521811	De buitenlander kende helemaal geen Japans.
5610853	Se non fosse stato per l'iPhone, non sarei riuscito ad imparare il giapponese.	12496570	Zonder de iPhone had ik nooit Japans kunnen leren.
3614806	Non sei per niente stupido.	3615282	Je bent helemaal niet dom.
634702	Non ci manca nulla per essere felici.	1065774	Er ontbreekt ons niets om gelukkig te zijn.
727003	L'utente non è il proprietario di questi dati salvati. Non sarà possibile salvare i progressi di gioco. I trofei verranno disattivati.	727006	Je bent geen eigenaar van dit opslagbestand. Je kunt je voortgang niet opslaan. Trofeeën zijn niet beschikbaar.
2809163	Non ha niente di caldo da bere?	6066322	Heb je iets warms te drinken?
350588	Non ho niente a che fare con ciò.	605386	Ik heb er niets mee te maken.
1752154	Qualunque cosa accada, non dirò niente a nessuno.	1916573	Wat er ook gebeurt, ik zal er niemand iets over vertellen.
8012366	Perché non c'è nessuno qui?	8438783	Waarom is er niemand hier?
3544527	"Non mentire non significa necessariamente ""di' la verità""."	11853712	"Lieg niet betekent niet noodzakelijk ""zeg de waarheid""."
3479336	Se non sei in grado di ridere di quello che fai, allora è meglio che non lo fai.	7934647	Als je niet kunt lachen om wat je doet, dan kun je het beter niet doen.
389643	Non c'è niente di prezioso come l'amore.	389854	Er is niets zo waardevol als de liefde.
426486	Non c'è nessuno seduto qui.	646290	Niemand zit hier.
367967	Non mangio né carne, né pesce, niente frutti di mare, né brodo di origine animale.	367974	Ik eet geen vlees, geen vis en geen zeevruchten, en ook geen vleesbouillon.
2687382	Non aspettavo nessun regalo.	4945941	Ik had geen geschenk verwacht.
3088056	Io non posso abbracciare Taninna. Non mi ama più.	3606645	Ik kan Taninna niet omhelzen. Ze houdt niet meer van me.
1167344	Non c'è nessun nuovo sole.	3064451	Er is geen nieuwe zon.
350397	Non fece niente di male.	580253	Hij heeft niets slechts gedaan.
2687382	Non aspettavo nessun regalo.	2687385	Ik heb geen kado verwacht.
1535323	Non c'è niente da temere.	12130640	Er valt niets te vrezen.
691447	Jingle Bells, la nota canzone del periodo natalizio, in realtà non è una canzone di Natale. Il testo non dice nulla riguardo il Natale.	4916166	„Jingle Bells”, het bekende kerstlied, heeft in werkelijkheid niets met Kerstmis te maken. In de tekst is er geen enkele verwijzing naar het kerstfeest.
508215	Il passato può solo essere conosciuto, non cambiato. Il futuro può essere solo cambiato, non conosciuto.	2920629	Het verleden kan men kennen, maar niet veranderen. De toekomst kan men veranderen, maar niet kennen.
4316651	Tu non sai niente di me.	3702050	Je weet niets over mij.
422348	So che pensi di avere capito quello che pensavi che avessi detto, ma non sono sicuro che tu abbia realizzato che quello che hai inteso non è quello che volevo dire.	422946	Ik weet dat je denkt dat je hebt begrepen wat je dacht dat ik gezegd heb, maar ik weet niet zeker of je je wel gerealiseerd hebt dat wat jij gehoord hebt niet is wat ik bedoelde.
3364153	Non c'è nessuno qui.	6275048	Er is niemand hier.
2728982	Noi abbiamo guardato il cielo, ma non abbiamo visto nessuna stella.	4219890	We keken naar de hemel maar konden geen sterren zien.
389683	Non c'è niente di più prezioso dell'amore.	389853	Er is niets waardevoller dan de liefde.
1758348	Non sembra per niente buono.	3236176	Dat ziet er helemaal niet goed uit.
6063296	Non ho mai visto nessuno morire.	6080392	Ik heb nog nooit iemand zien sterven.
5209430	Non c'è nessuno dentro.	10018926	Er is niemand binnen.
1237473	A parte le carote, non c'è nulla che non mangi.	2226280	Behalve wortelen is er niets dat hij niet eet.
963948	Le mie novità non sono importanti per quelli che non si interessano di sport.	916248	Mijn nieuws is niet belangrijk voor diegenen, die zich niet interesseren voor sport.
679264	Non li ho visti da nessuna parte.	4269569	Ik heb ze nergens gezien.
1113261	Tom non capisce per niente il francese.	4350127	Tom begrijpt helemaal niets van Frans.
